id_deputado,nome,partido,uf,uri
109429,Benes Leocádio,UNIÃO,RN,https://dadosabertos.camara.leg.br/api/v2/deputados/109429
204358,Beto Pereira,PSDB,MS,https://dadosabertos.camara.leg.br/api/v2/deputados/204358
220698,Beto Preto,PSD,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/220698
220683,Beto Richa,PSDB,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/220683
204374,Bia Kicis,PL,DF,https://dadosabertos.camara.leg.br/api/v2/deputados/204374
204388,Bibo Nunes,PL,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/204388
160538,Bohn Gass,PT,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/160538
74052,Bosco Costa,PL,SE,https://dadosabertos.camara.leg.br/api/v2/deputados/74052
210989,Bruno Farias,AVANTE,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/210989
220635,Bruno Ganem,PODE,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220635
220574,Cabo Gilberto Silva,PL,PB,https://dadosabertos.camara.leg.br/api/v2/deputados/220574
143942,Caio Vianna,PSD,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/143942
220548,Camila Jara,PT,MS,https://dadosabertos.camara.leg.br/api/v2/deputados/220548
204572,Capitão Alberto Neto,PL,AM,https://dadosabertos.camara.leg.br/api/v2/deputados/204572
220690,Capitão Alden,PL,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/220690
178829,Capitão Augusto,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/178829
229069,Capitão Samuel,PP,SE,https://dadosabertos.camara.leg.br/api/v2/deputados/229069
229106,Carla Ayres,PT,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/229106
213762,Carla Dickson,UNIÃO,RN,https://dadosabertos.camara.leg.br/api/v2/deputados/213762
204507,Carla Zambelli,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/204507
204361,Carlos Chiodini,MDB,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/204361
178962,Carlos Gomes,REPUBLICANOS,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/178962
178993,Carlos Henrique Gaguim,UNIÃO,TO,https://dadosabertos.camara.leg.br/api/v2/deputados/178993
204460,Carlos Jordy,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/204460
74262,Carlos Sampaio,PSDB,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/74262
204426,Carlos Veras,PT,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/204426
141398,Carlos Zarattini,PT,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/141398
164360,Carmen Zanotto,CIDADANIA,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/164360
220704,Carol Dartora,PT,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/220704
204369,Caroline de Toni,PL,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/204369
220699,Castro Neto,PSD,PI,https://dadosabertos.camara.leg.br/api/v2/deputados/220699
206018,Célia Xakriabá,PSOL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/206018
178876,Célio Silveira,MDB,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/178876
204488,Célio Studart,PSD,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/204488
73441,Celso Russomanno,REPUBLICANOS,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/73441
204496,Celso Sabino,UNIÃO,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/204496
204504,Cezinha de Madureira,PSD,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/204504
205476,Charles Fernandes,PSD,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/205476
74171,Chico Alencar,PSOL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/74171
204476,Chiquinho Brazão,UNIÃO,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/204476
204462,Chris Tonietto,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/204462
220665,Clarissa Tércio,PP,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/220665
74537,Claudio Cajado,PP,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/74537
141408,Cleber Verde,REPUBLICANOS,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/141408
88256,Clodoaldo Magalhães,PV,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/88256
98148,Cobalchini,MDB,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/98148
204376,Coronel Armando,PL,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/204376
220594,Coronel Assis,UNIÃO,MT,https://dadosabertos.camara.leg.br/api/v2/deputados/220594
204378,Coronel Chrisóstomo,PL,RO,https://dadosabertos.camara.leg.br/api/v2/deputados/204378
220595,Coronel Fernanda,PL,MT,https://dadosabertos.camara.leg.br/api/v2/deputados/220595
220666,Coronel Meira,PL,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/220666
204514,Coronel Tadeu,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/204514
222142,Coronel Telhada,PP,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/222142
220590,Coronel Ulysses,UNIÃO,AC,https://dadosabertos.camara.leg.br/api/v2/deputados/220590
178963,Covatti Filho,PP,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/178963
220608,Cristiane Lopes,UNIÃO,RO,https://dadosabertos.camara.leg.br/api/v2/deputados/220608
234840,Cristiano Furlan,REDE,AP,https://dadosabertos.camara.leg.br/api/v2/deputados/234840
204355,Da Vitoria,PP,ES,https://dadosabertos.camara.leg.br/api/v2/deputados/204355
141411,Dagoberto Nogueira,PSDB,MS,https://dadosabertos.camara.leg.br/api/v2/deputados/141411
220555,Daiana Santos,PCdoB,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/220555
220692,Dal Barreto,UNIÃO,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/220692
74467,Damião Feliciano,UNIÃO,PB,https://dadosabertos.camara.leg.br/api/v2/deputados/74467
220629,Dandara,PT,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/220629
220603,Dani Cunha,UNIÃO,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220603
220571,Daniel Agrobom,PL,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/220571
74060,Daniel Almeida,PCdoB,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/74060
220582,Daniel Barbosa,PP,AL,https://dadosabertos.camara.leg.br/api/v2/deputados/220582
204367,Daniel Freitas,PL,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/204367
228941,Daniel José,PODE,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/228941
220614,Daniel Soranz,PSD,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220614
204409,Daniel Trzeciak,PSDB,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/204409
204459,Daniela do Waguinho,UNIÃO,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/204459
220557,Daniela Reinehr,PL,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/220557
62881,Danilo Forte,UNIÃO,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/62881
160552,Danrlei de Deus Hinterholz,PSD,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/160552
116379,Darci de Matos,PSD,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/116379
204511,David Soares,UNIÃO,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/204511
220659,Dayany Bittencourt,UNIÃO,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/220659
220539,Defensor Stélio Dener,REPUBLICANOS,RR,https://dadosabertos.camara.leg.br/api/v2/deputados/220539
220565,Delegada Adriana Accorsi,PT,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/220565
220625,Delegada Ione,AVANTE,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/220625
220561,Delegada Katarina,PSD,SE,https://dadosabertos.camara.leg.br/api/v2/deputados/220561
220642,Delegado Bruno Lima,PP,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220642
220673,Delegado Caveira,PL,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/220673
220649,Delegado da Cunha,PP,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220649
178908,Delegado Éder Mauro,PL,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/178908
220583,Delegado Fabio Costa,PP,AL,https://dadosabertos.camara.leg.br/api/v2/deputados/220583
204512,Delegado Marcelo Freitas,UNIÃO,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/204512
220701,Delegado Matheus Laiola,UNIÃO,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/220701
220652,Delegado Palumbo,MDB,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220652
220654,Delegado Paulo Bilynskyj,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220654
220619,Delegado Ramagem,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220619
228272,Délio Pinheiro,PDT,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/228272
220705,Deltan Dallagnol,PODE,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/220705
220553,Denise Pessôa,PT,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/220553
220689,Detinha,PL,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/220689
160588,Diego Andrade,PSD,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/160588
220691,Diego Coronel,PSD,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/220691
178929,Diego Garcia,REPUBLICANOS,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/178929
73768,Dilceu Sperafico,PP,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/73768
220671,Dilvanda Faro,PT,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/220671
160599,Dimas Fabiano,PP,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/160599
220602,Dimas Gadelha,PT,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220602
143632,Domingos Neto,PSD,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/143632
160758,Domingos Sávio,PL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/160758
220573,Dorinaldo Malafaia,PDT,AP,https://dadosabertos.camara.leg.br/api/v2/deputados/220573
227433,Douglas Viegas,UNIÃO,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/227433
204450,Doutor Luizinho,PP,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/204450
221339,Dr Benjamim,UNIÃO,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/221339
227401,Dr Fabio Rueda,UNIÃO,AC,https://dadosabertos.camara.leg.br/api/v2/deputados/227401
227991,Dr Flávio,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/227991
220610,Dr. Fernando Máximo,UNIÃO,RO,https://dadosabertos.camara.leg.br/api/v2/deputados/220610
220688,Dr. Francisco,PT,PI,https://dadosabertos.camara.leg.br/api/v2/deputados/220688
204518,Dr. Frederico,PATRIOTA,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/204518
212625,Dr. Gonçalo,PODE,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/212625
220570,Dr. Ismael Alexandrino,PSD,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/220570
204481,Dr. Jaziel,PL,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/204481
204351,Dr. Luiz Ovando,PP,MS,https://dadosabertos.camara.leg.br/api/v2/deputados/204351
228616,Dr. Remy Soares,PP,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/228616
220528,Dr. Victor Linhalis,PODE,ES,https://dadosabertos.camara.leg.br/api/v2/deputados/220528
204412,Dr. Zacharias Calil,UNIÃO,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/204412
220674,Dra. Alessandra Haber,MDB,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/220674
230088,Dra. Mayra Pinheiro,PL,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/230088
220686,Duarte,PSB,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/220686
227800,Duarte Gonçalves Jr,PSC,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/227800
220540,Duda Ramos,MDB,RR,https://dadosabertos.camara.leg.br/api/v2/deputados/220540
220623,Duda Salabert,PDT,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/220623
204541,Eduardo Bismarck,PDT,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/204541
92346,Eduardo Bolsonaro,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/92346
141421,Eduardo da Fonte,PP,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/141421
220589,Eduardo Velloso,UNIÃO,AC,https://dadosabertos.camara.leg.br/api/v2/deputados/220589
74075,Elcione Barbalho,MDB,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/74075
204364,Eli Borges,PL,TO,https://dadosabertos.camara.leg.br/api/v2/deputados/204364
226553,Eliane Braz,PSD,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/226553
229585,Elisangela Araujo,PT,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/229585
220008,Eliza Virgínia,PP,PB,https://dadosabertos.camara.leg.br/api/v2/deputados/220008
234406,Elmano Férrer,PP,PI,https://dadosabertos.camara.leg.br/api/v2/deputados/234406
178854,Elmar Nascimento,UNIÃO,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/178854
218086,Ely Santos,REPUBLICANOS,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/218086
198783,Emanuel Pinheiro Neto,MDB,MT,https://dadosabertos.camara.leg.br/api/v2/deputados/198783
161550,Emidinho Madeira,PL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/161550
225730,Enfermeira Ana Paula,PDT,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/225730
230765,Enfermeira Rejane,PCdoB,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/230765
132504,Enio Verri,PT,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/132504
220663,Eriberto Medeiros,PSB,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/220663
220645,Erika Hilton,PSOL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220645
160575,Erika Kokay,PT,DF,https://dadosabertos.camara.leg.br/api/v2/deputados/160575
160640,Eros Biondini,PL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/160640
204482,Euclydes Pettersen,PSC,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/204482
74454,Eunício Oliveira,MDB,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/74454
178871,Evair Vieira de Melo,PP,ES,https://dadosabertos.camara.leg.br/api/v2/deputados/178871
234388,Fabiano Cazeca,PATRIOTA,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/234388
178905,Fabio Garcia,UNIÃO,MT,https://dadosabertos.camara.leg.br/api/v2/deputados/178905
68720,Fábio Henrique,UNIÃO,SE,https://dadosabertos.camara.leg.br/api/v2/deputados/68720
220681,Fábio Macedo,PODE,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/220681
171623,Fabio Reis,PSD,SE,https://dadosabertos.camara.leg.br/api/v2/deputados/171623
204368,Fabio Schiochet,UNIÃO,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/204368
220653,Fábio Teruel,MDB,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220653
74065,Fatima Pelaes,REPUBLICANOS,AP,https://dadosabertos.camara.leg.br/api/v2/deputados/74065
220712,Fausto Jr.,UNIÃO,AM,https://dadosabertos.camara.leg.br/api/v2/deputados/220712
66828,Fausto Pinato,PP,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/66828
220646,Felipe Becari,UNIÃO,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220646
72442,Felipe Carreras,PSB,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/72442
204398,Felipe Francischini,UNIÃO,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/204398
227370,Felipe Saliba,PATRIOTA,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/227370
160666,Félix Mendonça Júnior,PDT,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/160666
204407,Fernanda Melchionna,PSOL,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/204407
220656,Fernanda Pessoa,UNIÃO,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/220656
141431,Fernando Coelho Filho,UNIÃO,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/141431
204445,Fernando Mineiro,PT,RN,https://dadosabertos.camara.leg.br/api/v2/deputados/204445
92699,Fernando Monteiro,PP,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/92699
204427,Fernando Rodolfo,PL,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/204427
204411,Filipe Barros,PL,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/204411
220545,Filipe Martins,PL,TO,https://dadosabertos.camara.leg.br/api/v2/deputados/220545
160598,Flávia Morais,PDT,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/160598
225727,Flavinha,MDB,MT,https://dadosabertos.camara.leg.br/api/v2/deputados/225727
191923,Flávio Nogueira,PT,PI,https://dadosabertos.camara.leg.br/api/v2/deputados/191923
220700,Florentino Neto,PT,PI,https://dadosabertos.camara.leg.br/api/v2/deputados/220700
220551,Franciane Bayer,REPUBLICANOS,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/220551
204494,Fred Costa,PATRIOTA,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/204494
220534,Fred Linhares,REPUBLICANOS,DF,https://dadosabertos.camara.leg.br/api/v2/deputados/220534
224117,Gabriel Mota,REPUBLICANOS,RR,https://dadosabertos.camara.leg.br/api/v2/deputados/224117
220708,Gabriel Nunes,PSD,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/220708
204473,General Girão,PL,RN,https://dadosabertos.camara.leg.br/api/v2/deputados/204473
220611,General Pazuello,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220611
178966,Geovania de Sá,PSDB,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/178966
220702,Geraldo Mendes,UNIÃO,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/220702
74374,Geraldo Resende,PSDB,MS,https://dadosabertos.camara.leg.br/api/v2/deputados/74374
220587,Gerlen Diniz,PP,AC,https://dadosabertos.camara.leg.br/api/v2/deputados/220587
204394,Gervásio Maia,PSB,PB,https://dadosabertos.camara.leg.br/api/v2/deputados/204394
74383,Giacobo,PL,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/74383
204491,Gilberto Abramo,REPUBLICANOS,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/204491
74270,Gilberto Nascimento,PSC,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/74270
220529,Gilson Daniel,PODE,ES,https://dadosabertos.camara.leg.br/api/v2/deputados/220529
204365,Gilson Marques,NOVO,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/204365
220526,Gilvan da Federal,PL,ES,https://dadosabertos.camara.leg.br/api/v2/deputados/220526
220531,Gilvan Maximo,REPUBLICANOS,DF,https://dadosabertos.camara.leg.br/api/v2/deputados/220531
160673,Giovani Cherini,PL,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/160673
226179,Gisela Simona,UNIÃO,MT,https://dadosabertos.camara.leg.br/api/v2/deputados/226179
152605,Glauber Braga,PSOL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/152605
229333,Gláucia Santiago,PL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/229333
204419,Glaustin da Fokus,PSC,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/204419
236284,Glaycon Franco,PV,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/236284
107283,Gleisi Hoffmann,PT,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/107283
129618,Gorete Pereira,PL,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/129618
198197,Greyce Elias,AVANTE,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/198197
220639,Guilherme Boulos,PSOL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220639
204531,Guilherme Derrite,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/204531
220664,Guilherme Uchoa,PSB,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/220664
220568,Gustavo Gayer,PL,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/220568
204408,Gustinho Ribeiro,REPUBLICANOS,SE,https://dadosabertos.camara.leg.br/api/v2/deputados/204408
204456,Gutemberg Reis,MDB,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/204456
178964,Heitor Schuch,PSB,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/178964
178873,Helder Salomão,PT,ES,https://dadosabertos.camara.leg.br/api/v2/deputados/178873
220537,Helena Lima,MDB,RR,https://dadosabertos.camara.leg.br/api/v2/deputados/220537
178909,Hélio Leite,UNIÃO,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/178909
204444,Helio Lopes,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/204444
234788,Heloísa Helena,REDE,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/234788
220672,Henderson Pinto,MDB,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/220672
227324,Henrique Júnior,PL,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/227324
204539,Hercílio Coelho Diniz,MDB,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/204539
100689,Hildo do Candango,REPUBLICANOS,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/100689
178884,Hildo Rocha,MDB,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/178884
141450,Hugo Leal,PSD,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/141450
160674,Hugo Motta,REPUBLICANOS,PB,https://dadosabertos.camara.leg.br/api/v2/deputados/160674
220563,Icaro de Valmir,PL,SE,https://dadosabertos.camara.leg.br/api/v2/deputados/220563
204533,Idilvan Alencar,PDT,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/204533
204508,Igor Timo,PODE,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/204508
235620,Ilacir Bicalho,PSC,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/235620
74295,Inácio Arruda,PCdoB,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/74295
98615,Ismael,PSD,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/98615
204436,Isnaldo Bulhões Jr.,MDB,AL,https://dadosabertos.camara.leg.br/api/v2/deputados/204436
225846,Itamar Paim,PL,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/225846
230764,Ivan Junior,UNIÃO,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/230764
73531,Ivan Valente,PSOL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/73531
220696,Ivoneide Caetano,PT,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/220696
220670,Iza Arruda,MDB,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/220670
220527,Jack Rocha,PT,ES,https://dadosabertos.camara.leg.br/api/v2/deputados/220527
220697,Jadyel Alencar,PV,PI,https://dadosabertos.camara.leg.br/api/v2/deputados/220697
74848,Jandira Feghali,PCdoB,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/74848
220567,Jeferson Rodrigues,REPUBLICANOS,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/220567
74273,Jefferson Campos,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/74273
160531,Jhonatan de Jesus,REPUBLICANOS,RR,https://dadosabertos.camara.leg.br/api/v2/deputados/160531
141456,Jilmar Tatto,PT,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/141456
235869,João Carlos,REPUBLICANOS,AM,https://dadosabertos.camara.leg.br/api/v2/deputados/235869
141458,João Carlos Bacelar,PL,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/141458
230957,João Cury,MDB,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/230957
178970,João Daniel,PT,SE,https://dadosabertos.camara.leg.br/api/v2/deputados/178970
74550,João Leão,PP,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/74550
141459,João Maia,PL,RN,https://dadosabertos.camara.leg.br/api/v2/deputados/141459
178910,Joaquim Passarinho,PL,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/178910
160548,Jonas Donizette,PSB,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/160548
217480,Jones Moura,PSD,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/217480
235800,Jorge Araújo,PP,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/235800
205550,Jorge Braz,REPUBLICANOS,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/205550
214694,Jorge Goetten,PL,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/214694
178857,Jorge Solla,PT,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/178857
141464,José Airton Félix Cirilo,PT,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/141464
141470,José Guimarães,PT,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/141470
204472,José Medeiros,PL,MT,https://dadosabertos.camara.leg.br/api/v2/deputados/204472
204391,José Nelto,PP,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/204391
74079,José Priante,MDB,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/74079
74554,José Rocha,UNIÃO,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/74554
209189,Joseildo Ramos,PT,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/209189
220578,Josenildo,PDT,AP,https://dadosabertos.camara.leg.br/api/v2/deputados/220578
74141,Josias Gomes,PT,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/74141
204563,Josimar Maranhãozinho,PL,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/204563
215043,Josivaldo JP,PSD,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/215043
204474,Juarez Costa,MDB,MT,https://dadosabertos.camara.leg.br/api/v2/deputados/204474
220559,Julia Zanatta,PL,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/220559
220640,Juliana Cardoso,PT,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220640
228837,Juliana Kolankiewicz,MDB,MT,https://dadosabertos.camara.leg.br/api/v2/deputados/228837
66385,Julio Arcoverde,PP,PI,https://dadosabertos.camara.leg.br/api/v2/deputados/66385
74317,Júlio Cesar,PSD,PI,https://dadosabertos.camara.leg.br/api/v2/deputados/74317
204372,Julio Cesar Ribeiro,REPUBLICANOS,DF,https://dadosabertos.camara.leg.br/api/v2/deputados/204372
74253,Julio Lopes,PP,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/74253
228797,Júlio Oliveira,PP,TO,https://dadosabertos.camara.leg.br/api/v2/deputados/228797
204457,Juninho do Pneu,UNIÃO,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/204457
204520,Junio Amaral,PL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/204520
204497,Júnior Ferrari,PSD,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/204497
204574,Junior Lourenço,PL,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/204574
204550,Júnior Mano,PL,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/204550
178886,Juscelino Filho,UNIÃO,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/178886
208297,Katia Dias,PSC,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/208297
